name,name_eng,rank,total_score,school_level,type,note,location,link,logo
福建工程学院,Fujian University of Technology,320,124.7,,理工,,福建,"https://www.fjut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/77255531.png
沈阳大学,Shenyang University,321,124.5,,综合,,辽宁,"https://www.syu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/64518610.png
五邑大学,Wuyi University,322,124.4,,综合,,广东,"https://www.wyu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/80058564.png
内蒙古科技大学,Inner Mongolia University of Science &amp; Technology,323,124.2,,综合,,内蒙古,"http://www.btu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/98701978.png
江苏理工学院,Jiangsu University of Technology,324,123.5,,理工,,江苏,"http://www.jsut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/18087642.png
上海第二工业大学,Shanghai Second Polytechnic University,325,123.4,,理工,,上海,"https://www.sspu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/70585176.png
浙大城市学院,Zhejiang University City College,326,123.0,,理工,,浙江,"http://www.zucc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46612256.png
太原科技大学,Taiyuan University of Science and Technology,327,122.7,,理工,,山西,"https://www.tyust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/22418234.png
岭南师范学院,LingNan Normal University,328,122.6,,师范,,广东,"http://www.lingnan.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/81393131.png
天津农学院,Tianjin Agricultural University,329,122.2,,农业,,天津,"http://www.tjau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/45293117.png
塔里木大学,Tarim University,330,121.5,,综合,,新疆,"https://www.taru.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/99603674.png
南京晓庄学院,Nanjing XiaoZhuang University,331,121.3,,师范,,江苏,"https://www.njxzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/17661336.png
大理大学,Dali University,332,120.9,,综合,,云南,"https://www.dali.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/75994663.png
井冈山大学,Jinggangshan University,332,120.9,,综合,,江西,"https://www.jgsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/50371015.png
湖南理工学院,Hunan Institute of Science and Technology,334,120.8,,理工,,湖南,"https://www.hnist.cn/
",https://www.shanghairanking.cn/_uni/logo/43186940.png
江苏海洋大学,Huaihai Institute of Technology,334,120.8,,理工,,江苏,"https://www.jou.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/24296488.png
台州学院,Taizhou University,336,120.6,,综合,,浙江,"https://www.tzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8551212700.jpg
闽江学院,Minjiang University,337,120.4,,理工,,福建,"https://www.mju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/95059485.png
黄冈师范学院,Huanggang Normal University,338,120.0,,师范,,湖北,"http://www.hgnc.net/
",https://www.shanghairanking.cn/_uni/logo/63694810.png
重庆文理学院,Chongqing University of Arts and Science,339,119.9,,综合,,重庆,"https://www.cqwu.net/
",https://www.shanghairanking.cn/_uni/logo/30413024.png
浙江万里学院,Zhejiang Wanli University,339,119.9,,理工,,浙江,"https://zwu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/32947352.png
齐齐哈尔大学,Qiqihar University,341,119.7,,综合,,黑龙江,"https://www.qqhru.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19030311.png
四川轻化工大学,Sichuan University of Science and Engineering,341,119.7,,理工,,四川,"https://www.suse.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68372773.png
南昌工程学院,Nanchang Institute of Technology,343,119.6,,理工,,江西,"https://www.nit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88433724.png
天津职业技术师范大学,TianJin University of Technology and Education,344,119.4,,师范,,天津,"https://www.tute.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38391685.png
上海电机学院,Shanghai Dianji University,345,119.1,,理工,,上海,"https://www.sdju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14374343.png
湖北科技学院,Hubei University of Science and Technology,346,119.0,,综合,,湖北,"https://www.hbust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/48475987.png
陕西理工大学,Shaanxi University of Technology,347,118.8,,理工,,陕西,"https://www.snut.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/18739697.png
内江师范学院,Neijiang Normal University,348,118.5,,师范,,四川,"http://www.njtc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/39821454.png
合肥师范学院,Hefei Normal University,349,118.4,,师范,,安徽,"http://www.hfnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/15187571.png
阜阳师范大学,Fuyang Normal University,350,116.6,,师范,,安徽,"http://www.fynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54911354.png
南阳师范学院,Nanyang Normal University,351,116.4,,师范,,河南,"https://www.nynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/81579397.png
贵州师范学院,Guizhou Normal College,352,116.2,,师范,,贵州,"https://www.gznc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12076666.png
徐州工程学院,Xuzhou Institute of Technology,353,115.8,,理工,,江苏,"http://www.xzit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/15209078.png
洛阳师范学院,Luoyang Normal University,354,115.4,,师范,,河南,"http://www.lynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60927754.png
仲恺农业工程学院,Zhongkai University of Agriculture and Engineering,354,115.4,,农业,,广东,"https://www.zhku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/27048883.png
长春师范大学,Changchun Normal University,356,115.2,,师范,,吉林,"https://www.ccsfu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/82800037.png
湖北文理学院,Hubei University of Arts and Science,357,114.8,,综合,,湖北,"http://www.hbuas.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54746261.png
宝鸡文理学院,Baoji University of Arts and Sciences,358,114.5,,师范,,陕西,"https://www.bjwlxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/99370840.png
安徽科技学院,Anhui Science and Technology University,359,114.2,,师范,,安徽,"https://www.ahstu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/87128194.png
长沙学院,Changsha University,360,114.0,,理工,,湖南,"http://www.ccsu.cn/
",https://www.shanghairanking.cn/_uni/logo/54067016.png
衡阳师范学院,Hengyang Normal University,361,113.8,,师范,,湖南,"https://www.hynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/34272930.png
无锡学院,"Nanjing University of Information Science and Technology, Binjiang College",362,113.3,,综合,,江苏,"http://www.bjxy.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7955219400.jpg
滨州学院,Binzhou University,363,113.1,,师范,,山东,"https://www.bzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/52267041.png
长春大学,Changchun University,364,112.8,,综合,,吉林,"https://www.ccu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/29057599.png
黑龙江科技大学,Heilongjiang University of Science and Technology,365,112.6,,理工,,黑龙江,"http://www.usth.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/65166425.png
泉州师范学院,Quanzhou Normal University,365,112.6,,师范,,福建,"https://www.qztc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43122253.png
河北科技师范学院,Hebei Normal University of Science and Technology,367,112.0,,师范,,河北,"https://www.hevttc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54034662.png
广西科技大学,Guangxi University of Science and Technology,368,111.8,,理工,,广西,"https://www.gxust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/70589857.png
江苏第二师范学院,Jiangsu Second Normal University,369,111.5,,师范,,江苏,"http://www.jssnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46841239.png
西藏农牧学院,Tibet Agriculture and Animal Husbandry University,370,111.1,,农业,,西藏,"http://www.xza.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1519048000.jpg
贵州理工学院,Guizhou Institute of Technology,371,111.0,,理工,,贵州,"https://www.git.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/98035266.png
咸阳师范学院,Xianyang Normal University,371,111.0,,师范,,陕西,"https://www.xync.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/21589045.png
九江学院,Jiujiang University,373,110.8,,综合,,江西,"https://m.jju.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/46532631.png
绵阳师范学院,Mianyang Teachers' College,374,110.6,,师范,,四川,"http://www.mnu.cn/
",https://www.shanghairanking.cn/_uni/logo/85507824.png
湖北汽车工业学院,Hubei University of Automotive Technology,375,110.5,,理工,,湖北,"https://www.huat.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/90773167.png
常州工学院,Changzhou Institute of Technology,376,109.7,,理工,,江苏,"https://www.czu.cn/
",https://www.shanghairanking.cn/_uni/logo/21237870.png
金陵科技学院,Jinling Institute of Technology,377,109.6,,综合,,江苏,"https://www.jit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/85525495.png
黑龙江工程学院,Heilongjiang Institute of Technology,378,109.4,,理工,,黑龙江,"http://www.hljit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12526638.png
乐山师范学院,Leshan Normal University,378,109.4,,师范,,四川,"http://www1.lsnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88627950.png
潍坊学院,Weifang University,380,109.2,,综合,,山东,"https://www.wfu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/88223218.png
佳木斯大学,Jiamusi University,381,108.8,,综合,,黑龙江,"https://www.jmsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/39384948.png
唐山师范学院,Tangshan Normal University,382,108.5,,师范,,河北,"https://www.tstc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/65458418.png
山东交通学院,Shandong Jiaotong University,383,108.4,,理工,,山东,"https://www.sdjtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/72327141.png
广东石油化工学院,Guangdong University of Petrochemical Technology,384,107.6,,综合,,广东,"https://www.gdupt.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/35196660.png
河北建筑工程学院,Hebei University of Architecture,384,107.6,,理工,,河北,"https://www.hebiace.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6786819600.jpg
湖北工程学院,Hubei Engineering University,386,107.4,,综合,,湖北,"http://www.hbeu.cn/
",https://www.shanghairanking.cn/_uni/logo/93515588.png
惠州学院,Huizhou University,387,107.3,,综合,,广东,"https://www.hzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84940619.png
成都工业学院,Chengdu Technological University,388,107.1,,理工,,四川,"https://www.cdtu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83350978.png
丽水学院,Lishui University,388,107.1,,师范,,浙江,"https://www.lsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40081109.png
黄淮学院,Huanghuai University,390,106.8,,师范,,河南,"https://www.huanghuai.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/99125868.png
许昌学院,Xuchang University,391,106.7,,理工,,河南,"https://www.xcu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12049720.png
北华航天工业学院,North China Institute of Aerospace Engineering,392,106.6,,理工,,河北,"https://www.nciae.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/92801885.png
湖北第二师范学院,Hubei University of Education,393,106.5,,师范,,湖北,"https://www.hue.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/71638925.png
湖南第一师范学院,Hunan First Normal University,394,106.2,,师范,,湖南,"https://www.hnfnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/20498995.png
湖南文理学院,Hunan University of Arts and Science,395,105.9,,综合,,湖南,"https://www.huas.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/18418928.png
周口师范学院,Zhoukou Normal University,396,105.7,,师范,,河南,"https://www.zknu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/59515613.png
成都师范学院,Chengdu Normal University,397,105.5,,师范,,四川,"https://www.cdnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4681771000.jpg
重庆三峡学院,Chongqing Three Gorges University,397,105.5,,综合,,重庆,"https://www.sanxiau.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/16478778.png
铜仁学院,Tongren University,397,105.5,,综合,,贵州,"http://www.gztrc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/70662162.png
遵义师范学院,Zunyi Normal University,400,105.4,,师范,,贵州,"http://www.zync.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7195928000.jpg
上饶师范学院,Shangrao Normal University,401,105.0,,师范,,江西,"http://www.sru.jx.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7197432700.jpg
商丘师范学院,Shangqiu Normal University,402,104.8,,师范,,河南,"https://www.sqnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54757149.png
宜春学院,Yichun University,403,104.7,,综合,,江西,"https://www.jxycu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60393380.png
浙江水利水电学院,Zhejiang University of Water Resources and Electric Power,403,104.7,,理工,,浙江,"https://www.zjweu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/56985389.png
滁州学院,Chuzhou University,405,104.6,,师范,,安徽,"https://www.chzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/85371855.png
吉林化工学院,Jilin Institute of Chemical Technology,406,104.4,,理工,,吉林,"http://www.jlict.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38741664.png
德州学院,Dezhou University,407,104.1,,综合,,山东,"http://www.dzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14072746.png
肇庆学院,Zhaoqing University,408,104.0,,综合,,广东,"https://www.zqu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/75909981.png
泰山学院,Taishan University,409,103.5,,综合,,山东,"https://www.tsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/71264540.png
广东第二师范学院,Guangdong University of Education,410,103.2,,师范,,广东,"https://www.gdei.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/26260939.png
沈阳工程学院,Shenyang Institute of Engineering,411,102.7,,理工,,辽宁,"http://www.sie.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/54369362.png
榆林学院,Yulin University,412,102.3,,师范,,陕西,"https://www.yulinu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/85924739.png
长春工程学院,Changchun Institute of Technology,413,102.2,,理工,,吉林,"https://www.ccit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68422924.png
洛阳理工学院,Luoyang Institute of Science and Technology,414,102.0,,综合,,河南,"https://www.lit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/48021129.png
韩山师范学院,Hanshan Normal University,415,101.3,,师范,,广东,"https://www.hstc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/57927770.png
河北科技工程职业技术大学,North China Electric Power University Science and Technology College,416,101.2,,理工,,河北,"http://www.xpc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8057595500.jpg
天水师范学院,Tianshui Normal University,416,101.2,,师范,,甘肃,"https://www.tsnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/35438108.png
北部湾大学,Beibu Gulf University,418,101.1,,综合,,广西,"https://www.bbgu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/99524990.png
西安文理学院,Xi'an University,418,101.1,,师范,,陕西,"http://www.xawl.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14139441.png
齐鲁师范学院,Qilu Normal University,420,100.9,,师范,,山东,"http://www.qlnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/42027987.png
皖西学院,West AnHui University,420,100.9,,师范,,安徽,"https://www.wxc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/64462476.png
哈尔滨学院,Harbin University,422,100.6,,综合,,黑龙江,"https://zsxx.hrbu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/71111811.png
湖南城市学院,Hunan City University,423,100.3,,综合,,湖南,"http://www.hncu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/93210906.png
通化师范学院,Tonghua Normal University,423,100.3,,师范,,吉林,"https://www.thnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/59725851.png
防灾科技学院,Institute of Disaster Prevention,425,100.0,,理工,,河北,"https://www.cidp.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/20951986.png
宜宾学院,Yibin University,426,99.9,,综合,,四川,"http://www.yibinu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40775796.png
河北工业职业技术大学,Polytechnic College of Hebei University of Science and Technology,427,99.5,,理工,,河北,"http://www.hbcit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4909441300.jpg
兰州城市学院,Lanzhou City University,428,99.4,,综合,,甘肃,"https://www.lzcu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/61174686.png
河南科技学院,Henan Institute of Science and Technology,429,99.2,,师范,,河南,"https://www.hist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/45836143.png
宁夏师范学院,Ningxia Normal University,430,99.0,,师范,,宁夏,"http://www.nxtu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/3211405500.jpg
曲靖师范学院,Qujing Normal University,430,99.0,,师范,,云南,"https://www.qjnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/38293178.png
渭南师范学院,Weinan Normal University,432,98.9,,师范,,陕西,"https://www.wnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/58053407.png
玉林师范学院,Yulin Normal University,433,98.8,,师范,,广西,"https://www.ylu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/23382976.png
南京特殊教育师范学院,Nanjing Normal University of Special Education,434,98.4,,师范,,江苏,"https://www.njts.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4784677600.jpg
华北科技学院,North China Institute of Science and Technology,435,98.2,,理工,,河北,"https://www.ncist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/94510632.png
唐山学院,Tangshan College,436,98.0,,理工,,河北,"https://www.tsc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/60481068.png
韶关学院,Shaoguan University,437,97.9,,综合,,广东,"http://www.sgu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/14887282.png
河西学院,HeXi University,438,97.6,,综合,,甘肃,"https://www.hxu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/84218792.png
黄山学院,Huangshan University,438,97.6,,师范,,安徽,"https://www.hsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/56600197.png
中国民用航空飞行学院,Civil Aviation Flight University of China,440,97.3,,理工,,四川,"https://www.cafuc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/49642757.png
湖南工程学院,Hunan Institute of Engineering,441,97.2,,理工,,湖南,"https://www.hnie.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/87270858.png
三明学院,Sanming University,442,96.8,,综合,,福建,"https://www.fjsmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8062462800.jpg
泰州学院,Taizhou University,443,96.7,,师范,,江苏,"https://www.tzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/4682020700.jpg
湖北理工学院,Hubei Polytechnic University,444,96.5,,理工,,湖北,"https://www.hbpu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/43373392.png
石家庄学院,Shijiazhuang University,444,96.5,,师范,,河北,"https://www.sjzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40469773.png
莆田学院,Putian University,446,96.3,,综合,,福建,"https://www.ptu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/70611686.png
龙岩学院,Longyan University,447,96.2,,综合,,福建,"https://www.lyun.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/37500595.png
内蒙古科技大学包头师范学院,Baotou Teachers' College,448,96.1,,综合,,内蒙古,"https://www.bttc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2887180000.jpg
安顺学院,Anshun University,449,95.8,,综合,,贵州,"http://www.asu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1559271700.jpg
南昌师范学院,Nanchang Normal University,449,95.8,,师范,,江西,"http://www.ncnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9123847400.jpg
四川文理学院,Sichuan University of Arts and Science,451,95.5,,综合,,四川,"https://www.sasu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/52936789.png
廊坊师范学院,Langfang Teachers University,452,95.2,,师范,,河北,"https://www.lfnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/28138817.png
玉溪师范学院,Yuxi Normal University,452,95.2,,师范,,云南,"http://www.yxnu.net/
",https://www.shanghairanking.cn/_uni/logo/22391217.png
河南城建学院,Henan University of Urban Construction,454,95.1,,理工,,河南,"https://www.hncj.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/98614127.png
重庆第二师范学院,Chongqing University of Education,455,95.0,,师范,,重庆,"https://www.cque.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/78569083.png
西昌学院,Xichang College,456,94.9,,综合,,四川,"https://www.xcc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8838763600.jpg
凯里学院,Kaili University,457,94.8,,综合,,贵州,"https://www.kluniv.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8587602700.jpg
牡丹江师范学院,Mudanjiang Normal University,457,94.8,,师范,,黑龙江,"http://www.mdjnu.com/
",https://www.shanghairanking.cn/_uni/logo/39075056.png
四川旅游学院,Sichuan Tourism University,459,94.6,,综合,,四川,"http://www.sctu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1651148300.jpg
郑州师范学院,Zhengzhou Normal University,460,94.4,,师范,,河南,"https://www.zznu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/81495500.png
大庆师范学院,Daqing Normal University,461,94.3,,综合,,黑龙江,"http://www.dqsy.net/
",https://www.shanghairanking.cn/_uni/logo-jpg/7194980800.jpg
攀枝花学院,Panzhihua University,461,94.3,,综合,,四川,"http://www.pzhu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/39118190.png
昆明学院,Kunming University,463,94.2,,综合,,云南,"https://www.kmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/12954554.png
衢州学院,Quzhou University,464,94.1,,理工,,浙江,"https://www.qzc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/72411383.png
白城师范学院,Baicheng Normal University,465,93.6,,师范,,吉林,"http://www.bcsfxy.com/
",https://www.shanghairanking.cn/_uni/logo-jpg/4750387800.jpg
吉林工程技术师范学院,Jilin Engineering Normal University,465,93.6,,师范,,吉林,"http://www.jlenu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9472304600.jpg
淮南师范学院,Huainan Normal University,467,93.5,,师范,,安徽,"http://www.hnnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/56595333.png
湖州学院,Huzhou University Qiuzhen College,467,93.5,,师范,,浙江,"https://www.zjhzu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/19332185.png
嘉应学院,Jiaying University,467,93.5,,综合,,广东,"https://www.jyu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40007744.png
南阳理工学院,Nanyang Institute of Technology,467,93.5,,理工,,河南,"https://www.nyist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83749369.png
营口理工学院,YingKou Institute of Technology,467,93.5,,理工,,辽宁,"http://www.yku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1906674600.jpg
商洛学院,Shangluo University,472,93.4,,综合,,陕西,"http://www.slxy.cn/
",https://www.shanghairanking.cn/_uni/logo/56711450.png
陇东学院,Long Dong University,473,92.4,,师范,,甘肃,"https://www.ldxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/49553796.png
保定学院,Baoding University,474,92.3,,师范,,河北,"https://www.bdu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/8911327100.jpg
苏州城市学院,Wenzheng College of Soochow University,474,92.3,,综合,,江苏,"http://www.szcu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7187173700.jpg
安康学院,Ankang University,476,92.2,,综合,,陕西,"http://www.aku.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/83476348.png
湖南科技学院,Hunan University of Science and Engineering,477,91.7,,综合,,湖南,"https://www.hnust.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/89586778.png
山东管理学院,Shandong Management University,477,91.7,,综合,,山东,"https://www.sdmu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/7097115800.jpg
贵阳学院,Guiyang University,479,91.5,,综合,,贵州,"http://www.gyu.cn/
",https://www.shanghairanking.cn/_uni/logo/66279213.png
辽宁科技学院,Liaoning Institute of Science and Technology,480,91.4,,理工,,辽宁,"https://www.lnist.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/2349550300.jpg
武夷学院,Wuyi University,481,91.3,,综合,,福建,"https://www.wuyiu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6657725600.jpg
鞍山师范学院,Anshan Normal University Liaoning China,482,91.2,,师范,,辽宁,"http://www.asnc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/82317225.png
湘南学院,Xiangnan University,483,91.1,,理工,,湖南,"https://xnxy.bysjy.com.cn/
",https://www.shanghairanking.cn/_uni/logo/21632133.png
六盘水师范学院,Liupanshui Normal University,484,90.9,,师范,,贵州,"https://www.lpssy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1719257800.jpg
河南牧业经济学院,Henan University of Animal Husbandry and Economy,485,90.7,,农业,,河南,"https://www.hnuahe.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/55458057.png
平顶山学院,Pingdingshan University,485,90.7,,师范,,河南,"https://www.pdsu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/95443426.png
贺州学院,Hezhou University,487,90.6,,综合,,广西,"http://www.hzxy.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/68638535.png
兰州工业学院,Lanzhou Institute of Technology,487,90.6,,理工,,甘肃,"https://www.lzit.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/9986906100.jpg
宁德师范学院,Ningde Normal University,489,90.5,,师范,,福建,"http://www.ndnu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6036772300.jpg
池州学院,Chizhou University,490,90.4,,师范,,安徽,"https://www.czu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/31711737.png
黔南民族师范学院,Qiannan Normal College for Nationalities,491,90.2,,师范,,贵州,"http://2.hsrd.cc/
",https://www.shanghairanking.cn/_uni/logo-jpg/2274361400.jpg
太原师范学院,Taiyuan Normal University,491,90.2,,师范,,山西,"http://www.tynu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/95911693.png
宿州学院,Suzhou University,493,90.1,,师范,,安徽,"http://www.ahszu.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/5126663700.jpg
山东石油化工学院,"Shengli College, China University of Petroleum",494,89.8,,理工,,山东,"https://zs.slcupc.edu.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/1462012500.jpg
海南热带海洋学院,Hainan Tropical Ocean University,495,89.7,,综合,,海南,"http://www.hntou.edu.cn/
",https://www.shanghairanking.cn/_uni/logo/40219438.png
黑河学院,Heihe University,496,89.4,,综合,,黑龙江,"http://www.hhhxy.cn/
",https://www.shanghairanking.cn/_uni/logo-jpg/6108486600.jpg
